Text,Language
"['bir', 'eyi', 'tamir', 'etmekle']",Turkish
"['ama', 'hayr', 'bir', 'dzeltme', 'sorunlu', 'bir', 'durumda', 'olmak', 'anlamna', 'gelir', 'bir', 'dzeltme', 'yerine', 'kullanabileceiniz', 'baka', 'kelimeler', 'orbada', 'mym', 'yoksa', 'ben', 'mi', 'karmaa', 'iindeyim', 'ya', 'da', 'bir', 'rahatszlk', 'iindeyim', 'ya', 'da', 'sadece', 'bir', 'noktadaym', 'akll', 'kelime', 'numaras', 'flummox', 'flummox', 'birinin', 'kafasn', 'kartrmak', 'anlamna', 'gelir']",Turkish
"['o', 'kadar', 'ki', 'imdi', 'ne', 'yapacaklarn', 'unuturlar', 'kafalar', 'karm', 'bir', 'kelime', 'olma', 'eilimindedir', 'bu', 'yzden', 'neden', 'bunun', 'yerine', 'flummox', 'kullanmyorsunuz', 'rnein', 'retmen', 'snfta', 'ona', 'bir', 'soru', 'sorduunda', 'ya', 'da', 'kpek', 'flummox', 'grndnde', 'ocuk', 'tamamen', 'fkeliydi', 'aynada', 'kendi', 'yansmasna', 'ya', 'da', 'turistin', 'farkl', 'gelenekleriyle', 'akna', 'dnd']",Turkish
"['seyahatleri', 'srasnda', 'ya', 'da', 'bir', 'rportajda', 'neden', 'sizi', 'ie', 'almalyz', 'diye', 'sorulduunda', 'karlat', 'bir', 'dahaki', 'sefere', 'tamamen', 'akna', 'dnm', 'grnyordu', 'bu', 'yzden', 'bir', 'dahaki', 'sefere', 'bir', 'snavda', 'herhangi', 'bir', 'soruda', 'kafanz', 'karrsa', 'o', 'zaman', 'sizden']",Turkish
"['bunu', 'her', 'zaman', 'syleyebilirim', 'nk', 'ben', 'yapmamtm', 'snava', 'ok', 'iyi', 'hazrlandm', 'baz', 'sorular', 'karsnda', 'ardm', 'kaldm', 'flummoxed', 'yerine', 'kullanabileceiniz', 'dier', 'kelimeler', 'akn', 'akn', 'ya', 'da', 'akn', 'akll', 'kelime', 'sekiz', 'numaral', 'buluma', 'randevusu']",Turkish
"['buluma', 'veya', 'randevu', 'sylemenin', 'ok', 'franszca', 'bir', 'yolu', 'rnein', 'cumartesi', 'le', 'yemeinde', 'arkadalarmla', 'randevum', 'var', 'veya', 'arkadalarmla', 'alveri', 'merkezinde', 'film', 'iin', 'bulumay', 'planlyorum', 'buluma', 'hem', 'isim', 'hem', 'de', 'fiil', 'olarak', 'kullanlabilir', 'rnein']",Turkish
"['arkadalarmla', 'bu', 'akam', 'bir', 'randevum', 'var', 'veya', 'yarn', 'arkadalarmla', 'randevu', 'yapacam']",Turkish
"['fransada', 'daha', 'nceki', 'randevu', 'ordu', 'tarafndan', 'askerler', 'iin', 'bir', 'buluma', 'yerini', 'belirtmek', 'iin', 'kullanlyordu', 'imdi', 'bile', 'randevu', 'kelimesi', 'hakknda', 'biraz', 'heyecan', 'verici', 've', 'gizli', 'bir', 'ey', 'var', 'bu', 'yzden', 'herhangi', 'bir', 'toplant', 'iin', 'randevu', 'kullanabilirsiniz']",Turkish
"['genel', 'olarak', 'ama', 'kazand', 'resmi', 'bir', 'toplant', 'iin', 'ok', 'uygun', 'olmayn', 'bu', 'yzden', 'bir', 'randevunuz', 'varsa', 'belki', 'de', 'kesinlikle', 'numaral', 'bir', 'randevu', 'akll', 'kelimenin', 'ok', 'geni', 'olduunu', 'syleyebilirsiniz']",Turkish
"['ya', 'da', 'ksk', 'imdi', 'geometri', 'geni', 'a', 've', 'dar', 'ada', 'geni', 'kelimesini', 'duydunuz', 'bu', 'nedenle', 'geni', 'bir', 'a', 'dereceden', 'byk', 'ancak', 'dereceden', 'kk', 'bir', 'adr']",Turkish
"['ve', 'bir', 'dar', 'a', 'bu', 'keskin', 'a', 'dereceden', 'az', 'olan', 'bu', 'keskin', 'adr', 'bu', 'yzden', 'bir', 'kelime', 'keskinlii', 'ifade', 'etmek', 'iin', 'kullanlr', 've', 'bu', 'nedenle', 'zihinsel', 'olarak', 'keskin', 've', 'geni', 'knt', 'anlamna', 'gelir', 've', 'bu', 'nedenle', 'de', 'zihinde', 'biraz', 'yavatr', 'o', 'kadar', 'geniti', 'ki', 'ifresini', 'sahte', 'bir', 'arayana', 'veya', 'iman', 'ocua', 'verdi']",Turkish
"['mmkn', 'deildi']",Turkish
"['testte', 'tek', 'bir', 'soruyu', 'cevaplamak', 'iin', 'ya', 'da', 'cmert', 'adam', 'temel', 'talimatlar', 'bile', 'anlamakta', 'zorland', 'imdi', 'varsayalm', 'ki', 'gnlk', 'hayatnzda', 'erkek', 'arkadanz', 'veya', 'kz', 'arkadanz', 'size', 'kzgn', 've', 'nedenini', 'bilmiyorsunuz', 'bu', 'yzden', 'yapabilirsin']",Turkish
"['onlara', 'syle', 'belki', 'kafay', 'buluyorum', 'ama', 'neden', 'bu', 'kadar', 'zgnsn', 'bilmiyorum', 'numaral', 'akll', 'kelime', 'halsiz', 'tembel', 'biraz', 'daha', 'yava', 'ilerlemek', 'iin', 'yava', 'hareket', 'etmek', 'anlamna', 'geliyor']",Turkish
"['normalden', 'biraz', 'yorgun', 've', 'eksik', 'grnmek']",Turkish
"['enerji', 'rneinde', 'ar', 'bir', 'le', 'yemei', 'beni', 'leden', 'sonralar', 'ok', 'tembelletiriyor', 'bu', 'kelimeden', 'kkler', 'geliyor', 'bu', 'da', 'yava', 'bir', 'insan', 'anlamna', 'geliyor', 've', 'bir', 'smklbcek', 'salyangoz', 'rnekleri', 'gibi', 'gerekten', 'ok', 'yava', 'hareket', 'eden', 'bir', 'hayvandr']",Turkish
"['ekonomi', 'bu', 'yl', 'ok', 'durgun', 'ya', 'da', 'yava', 'bir', 'balangtan', 'sonra', 'ma', 'hzland']",Turkish
"['ya', 'da', 'bu', 'eyrekte', 'ilerin', 'durgun', 'getiini', 'gnlk', 'hayatnzda', 'ok', 'yorgun', 'hissediyorsanz', 'bunu', 'bir', 'gn', 'annenize', 'anlatabilir', 'ya', 'da', 'anlatabilirsiniz']",Turkish
"['arkadalarn', 'ok', 'halsiz', 'hissediyorum']",Turkish
"['bugn', 'bir', 'enerji', 'iecei', 'ile', 'yapabilirim', 'halsizlik', 'yerine', 'kullanabileceiniz', 'dier', 'kelimeler', 'uyuuk', 'olabilir', 'veya', 'ayaklarm', 'srkleyebilir', 'bu', 'yzden', 'bunlar', 'akll', 'kelime', 've', 'ncesi', 'idi']",Turkish
"['size', 'ok', 'akc', 'ses', 'karmanz', 'iin', 'o', 'gizli', 'ipucunu', 'veriyorum', 'size', 'hatrlatmak', 'istiyorum']",Turkish
"['bir', 'telefon', 'grmesinde', 'kullanmak', 'iin', 'akll', 'kelimeler', 'aryorsanz', 'o', 'zaman', 'bir', 'videoya', 'balant', 'koyuyorum']",Turkish
"['bunun', 'iin', 'aklama', 'kutusuna', 'yazdm', 've', 'imdi', 'akc', 'sesin', 'gizli', 'ipucu', 'bazen', 'bildiim', 'birden', 'fazla', 'akll', 'kelime', 'veya', 'cmle', 'kullanmak', 'deil']",Turkish
"['ok', 'heyecanlanyoruz', 'nk']",Turkish
"['biz', 'bu', 'akll', 'kelimelerin', 'birounu', 'rendim', 've', 'kulaa', 'doal', 'gelmeyen', 'iki', 'drd', 'tek', 'bir', 'cmlede', 'doldurma', 'eilimindeyiz']",Turkish
"['bu', 'yzden', 'her', 'seferinde', 'bir', 'tane', 'telaffuz', 'ettiinizden', 'emin', 'olun']",Turkish
"['kelimeyi', 'doru', 'ekilde', 'googlea', 'gidin', 've', 'kelimeyi', 'yazn', 've', 'sa', 'stteki', 'aramada', 'o', 'hoparlre', 'tklanan', 'kk', 'bir', 'hoparlr', 'simgesi', 'greceksiniz']",Turkish
"['ve', 'telaffuzu', 'bir', 'veya', 'iki', 'kez', 'duyun']",Turkish
"['ve', 'gitmeye', 'hazrsnz', 've', 'bu', 'videoyu', 'beendiyseniz', 'bize', 'yorum', 'ekleyerek', 'beenmeyi', 'unutmayn']",Turkish
"['benim', 'iin', 'altndan', 'bana', 'bu', 'kelimeden', 'hangisinin', 'favoriniz', 'olduunu', 'sylyor']",Turkish
"['henz', 'abone', 'ol', 'dmesine', 've', 'hemen', 'yanndaki', 'zil', 'simgesine', 'basmadysanz', 've', 'mutlu', 'bir', 'ekilde', 'izlediyseniz']",Turkish
"['hey', 'arkadalar', 'bu', 'videoda', 'kanalma', 'ho', 'geldiniz']",Turkish
"['sana', 'gnlk', 'hayatnda', 'kullanabilecein', 'en', 'iyi', 'ngilizce', 'kelime', 'beini', 'vereceim']",Turkish
"['yani', 'yolculuunuza', 'balamak', 'zereyseniz']",Turkish
"['ngilizce', 'konuulan', 'bir', 'lkeye', 'bunu', 'tamamen', 'kullanabilirsiniz']",Turkish
"['bir', 'sredir', 'ingilizce', 'reniyorsan', 've', 'renmeye', 'devam', 'etmek', 'istiyorsan', 'ifadeler']",Turkish
"['bu', 'balamak', 'iin', 'en', 'iyi', 'videodur', 'bu', 'yzden', 'dakika', 'iinde', 'ingilizce', 'cmle', 'yapalm']",Turkish
"['bir', 'numaral', 'ifade', 'bu', 'sormann', 'baka', 'bir', 'yoludur']",Turkish
['naslsn'],Turkish
"['nasl', 'gidiyor']",Turkish
"['nasl', 'gidiyor']",Turkish
"['yani', 'biriyle', 'tann', 've', 'zamann', 'nasl', 'gidiyor']",Turkish
"['birini', 'bir', 'sredir', 'grmediinizde', 'iki', 'numaral', 'cmle', 'ona', 'uzun', 'zamandr', 'grme', 'diyorsunuz', 'yani', 'bu', 'kiiyi', 'belki', 'haftalarca', 'ya', 'da', 'aylardr', 'grmemisinizdir', 'cmle', 'numarasn', 'gremezsiniz']",Turkish
"['ne', 'yaptnz', 'sormak', 'istiyorsanz']",Turkish
"['ne', 'yaptn', 'hayatnda', 'neler', 'oluyor', 'diye', 'soruyorsun']",Turkish
"['her', 'ey', 'yolunda', 'giderse', 'daha', 'nce', 'onlar', 'bytmek', 'iin', 'neler', 'yaptn']",Turkish
"['iyi', 'cevap', 'verebilirsin', 'ikayet', 'edemezsin', 'herey', 'gerekten', 'harika']",Turkish
"['bir', 'sonraki', 'cmleye', 'ikayet', 'edemezsiniz', 'birisi', 'size', 'bir', 'ey', 'syler', 've', 'sohbette', 'bir', 'ekilde', 'yeni', 'bir', 'iiniz', 'olduunu', 'tahmin', 'ediyorlarm', 'gibi', 'bundan', 'bahsetmediniz', 've', 'ona', 'soruyorsunuz']",Turkish
"['nereden', 'biliyorsunuz']",Turkish
"['naslsn', 'gibi', 'haberleri', 'nereden', 'aldn']",Turkish
"['biri', 'gzel', 'bir', 'fkra', 'anlatrsa', 'bunun', 'iyi', 'bir', 'fkra', 'olduunu', 'anlayabilirsiniz']",Turkish
"['bu', 'harika', 'bir', 'aka', 'bu', 'yzden', 'bu', 'iyi', 'bir', 'cmle']",Turkish
"['birine', 'teekkr', 'etmek', 'istiyorsanz', 'ok', 'naziksiniz', 'diyebilirsiniz', 'bunu', 'yaptnz', 'iin', 'ok', 'teekkr', 'ederim', 'bu', 'ok', 'naziksiniz', 'eer', 'birisi', 'iseniz', 'ok', 'naziksiniz']",Turkish
"['sana', 'yardm', 'etmeye', 'alyordu', 'ama', 'syleyebilecein', 'sonuca', 'ulaamad']",Turkish
"['yine', 'de', 'teekkrler', 'nemli', 'deil', 'ama', 'yine', 'de', 'teekkrler']",Turkish
"['emeiniz', 'iin', 'teekkr', 'ederiz']",Turkish
"['hayr', 'yine', 'de', 'teekkr', 'ederim', 've', 'bazen', 'bir', 'kiiyi', 'istemediimde', 'epostamda', 'kullandm', 'baka', 'bir', 'ifade']",Turkish
"['diye', 'soruyorum', 've', 'sonunda', 'diyorum']",Turkish
"['imdiden', 'teekkr', 'ederim', 'bu', 'da', 'gerekten', 'umduum', 'anlamna', 'geliyor']",Turkish
"['imdiden', 'teekkr', 'ederek', 'biraz', 'yapn']",Turkish
"['birisi', 'bir', 'hata', 'yaptysa', 'imdiden', 'teekkr', 'ederim', 've', 'o', 'bu', 'yzden', 'gerekten', 'zgn']",Turkish
"['sadece', 'endielenme', 'diyebilirsin']",Turkish
"['endielenme', 'endielenme', 'yani', 'endielenme']",Turkish
"['bu', 'iyi']",Turkish
"['endieye', 'gerek', 'yok', 'eve', 'geldiinizi', 'hayal', 'edin', 've', 'tm', 'arkadalarnz', 'koltuunuzda', 'oturuyor']",Turkish
"['ve', 'burada', 'ne', 'aryorsun', 'gibi', 'burada', 'neler', 'oluyor', 'gibisin']",Turkish
"['bir', 'ey', 'yakalayamadysan', 'ya', 'da', 'her', 'zaman', 'sorabilecein', 'kiiyi', 'anlamadysa', 'neler', 'oluyor', 'seni', 'doru', 'anladm', 'm']",Turkish
"['ve', 'sonra', 'devam', 'et', 've', 'nerede', 'olduunu', 'akla', 'seni', 'doru', 'mu', 'anladm']",Turkish
"['birinden', 'zlmemesini', 'rica', 'edersen', 'alamasn', 'diyebilirsin']",Turkish
"['ciddiye', 'alma', 'o', 'kadar', 'zlme', 'kalbe', 'alma']",Turkish
"['bir', 'cmlenin', 'bir', 'parasn', 'yakalayp', 'yakalamadn', 'sormann', 'baka', 'bir', 'yolu', 'da', 'son', 'kelimeyi', 'anlamadm', 'diyebilirsin']",Turkish
['zgnm'],Turkish
"['tekrar', 'edebilir', 'misin', 'nk', 'eer', 'birisinin', 'tm', 'cmleyi', 'tekrar', 'etmesini', 'isterse', 'son', 'kelimeyi', 'yakalayamadm']",Turkish
"['zgnm', 'diyebilirsiniz']",Turkish
"['dinlemiyordum', 'nk', 'belki', 'meguldn']",Turkish
"['belki', 'sen', 'telefonda', 'konuuyordun', 've', 'biri', 'seninle', 'konuuyordu', 've', 'sen', 'gibisin']",Turkish
"['aman', 'tanrm']",Turkish
"['zgnm', 'dinlemiyordum']",Turkish
"['tekrar', 'edebilir', 'misin']",Turkish
['zgnm'],Turkish
"['her', 'zaman', 'kullandm', 'baka', 'bir', 'cmleyi', 'dinlemiyordum']",Turkish
"['kahvenizi', 'zerime', 'drrseniz', 'endielenmeyin']",Turkish
"['sanki', 'nemi', 'yokmu', 'gibi']",Turkish
"['iyi', 'olacam']",Turkish
"['ben', 'yine', 'de', 'amar', 'ykayacam']",Turkish
"['birine', 'ans', 'dilemenin', 'nemi', 'yok']",Turkish
"['ve', 'ben', 'her', 'zaman', 'bunu', 'yapyorum', 'parmaklar', 'apraz', 'diyebilirsin', 've', 'bu', 'ekilde', 'parmaklar', 'apraz', 'yaparsn']",Turkish
"['parmaklar', 'geti']",Turkish
"['amerikallarn', 'kulland', 'baka', 'bir', 'cmle', 'de', 'bunu', 'aklayan', 'ok', 'kt', 've']",Turkish
"['durum', 'u', 'ki', 'bir', 'ey', 'almadnz', 've', 'sonra', 'fazladan', 'bir', 'etki', 'elde', 'edersiniz', 've', 'bunu', 'elde', 'edersiniz']",Turkish
"['ve', 'sen', 'onu', 'aklayan', 'eyi', 'aklayan', 'gibisin']",Turkish
"['kiiye', 'zlmemesini', 'sylemenin', 'bir', 'baka', 'yolu', 'da', 'her', 'eyin', 'yolunda', 'olduunu', 'sylemektir']",Turkish
"['onunla', 'konumak', 'istediiniz', 'kiinin', 'ismine', 'sahip', 'deilseniz', 'zlmeyin']",Turkish
"['grdn', 'bildiin', 'rahatsz', 'ettiim', 'iin', 'zgnm', 'diyebilirsin']",Turkish
"['birisi', 'megulse', 'cannz', 'sktm', 'iin', 'her', 'zaman', 'zr', 'dileyebilirsiniz', 've', 'sonra', 'devam', 'edip', 'sorabilirsiniz']",Turkish
"['rahatsz', 'ettiim', 'iin', 'zr', 'dilerim']",Turkish
"['eer', 'birinin', 'iinde', 'bir', 'eyin', 'ortasndaysanz', 'sana', 'syleyebilecein', 'bir', 'ey', 'soruyorum', 'oh']",Turkish
"['bir', 'eyin', 'ortasndasn', 've', 'biri', 'senden', 'sylediin', 'bir', 'eyi', 'yapman', 'istiyor', 'zgnm']",Turkish
"['bir', 'dakika', 'sonra', 'seninle', 'olacam', 'seninle', 'olacam', 've', 'sonra', 'bir', 'eyler', 'yapmaya', 'devam', 'ediyorsun', 've', 'nerede', 'olduumuzu', 'sylyorsun']",Turkish
"['mesela', 'nerede', 'olduumuzu', 'ne', 'zaman', 'durdurduk', 've', 'siz', 'bunu', 'tekrarlamanz', 'gerekiyor', 'nk', 'bu', 'bazlarnn', 'hata', 'yapt', 'ses']",Turkish
"['bu', 'yzden', 'bu', 'bir', 'sohbetin', 'ortasndayken', 'yine', 'neredeydik', 'pratik', 'yapmann', 'harika', 'bir', 'yolu']",Turkish
"['ve', 'dier', 'kiinin', 'ne', 'dediini', 'anlamadnz', 've', 'bir', 'soru', 'iaretiyle', 'sylediinizi', 'syleyebilirsiniz']",Turkish
"['bu', 'kiiyi', 'bir', 'kez', 'daha', 'tekrar', 'etmeye', 'sevk', 'ettii', 'anlamna', 'gelir']",Turkish
"['ne', 'sylyordun']",Turkish
"['eer', 'biri', 'hayalleriyle', 'ilgili', 'bir', 'ie', 'sahipse', 'syleyebilecein', 'her', 'eye', 'anslsn', 'ya', 'da', 'biri', 'anslsn', 'gibi', 'hayallerindeki', 'niversiteye', 'girdiyse', 'bu', 'ansl', 'olan', 'kiiyi', 'tebrik', 'etmenin', 'bir', 'yolu', 'ya', 'da', 'ansl', 'olduunu', 'vurgulamann', 'baka', 'bir', 'yolu', 'olduunu', 'sylemek', 'gibi', 'gerekten', 'kzgn', 'olman', 'ok', 'kzmm', 'gibi', 'ldrdm', 'sylemektir', 'bu', 'ok', 'kzgnm']",Turkish
"['oh', 'bu', 'neredeyse', 'lgn', 'gibi']",Turkish
"['anadili', 'ngilizce', 'olanlarn', 'kullandklar', 'baka', 'bir', 'ifadenin', 'sizin', 'iin', 'iyi', 'olduunu', 'fark', 'ettim', 've', 'bu', 'terfi', 'aldm', 'dediinizde', 'hem', 'olumlu', 'hem', 'de', 'olumsuz', 'olabilir', 've', 'eer', 'size', 'iyi', 'diyorlarsa', 'tebrikleri', 'severler', 've', 'bazen', 'buray', 'terk', 'ediyorum', 'gibi', 'derseniz']",Turkish
"['onlar', 'senin', 'iin', 'iyi', 'gibiler', 'sensiz', 'daha', 'iyi', 'olurdu', 've', 'bu', 'olumsuz', 'bir', 'anlam', 'bu', 'yzden', 'tonlamay', 'gerekten', 'dinle']",Turkish
"['eer', 'bir', 'ey', 'sizi', 'arttnda', 'benimle', 'aman', 'tanrm', 'gibi', 'dalga', 'gemeniz', 'gerektiini', 'de', 'syleyebilirsiniz']",Turkish
"['birine', 'glmsemesini', 'sylemek', 'iin', 'benimle', 'dalga', 'geiyor', 'olmana', 've', 'mutlu', 'olmak', 'iin', 'her', 'zaman', 'neelen', 'neelen', 'diyebileceine', 'inanamyorum']",Turkish
"['birinin', 'sadece', 'alamak', 've', 'olmayan', 'bir', 'eyden', 'ikayeti', 'gibi', 'grnmesini', 'istiyorsanz', 'gelin', 'diyebilirsiniz', 'ben', 'sen', 'yapabilirsin', 'ben']",Turkish
['haydi'],Turkish
"['bunu', 'yapabilirsin', 'toefli', 'geebilirsin', 'gmat', 'geebilirsin', 'gelsin']",Turkish
"['biri', 'gerekten', 'iyi', 'gidiyorsa', 'bunu', 'yapabilirsin', 'onlara', 'iyi', 'ii', 'srdrmelerini', 'senin', 'kadar', 'iyi', 'gibi', 'iyi', 'ilere', 'devam', 'etmelerini', 'syleyebilirsin', 've', 'iyi', 'ii', 'srdrmeye', 'devam', 'et', 'baka', 'bir', 'deyim', 'olmaya', 'devam', 'et', 've', 'bu', 'da', 'amerikallar', 'syle']",Turkish
"['bu', 'yanyor', 'bu', 'da', 'kaliforniyada', 'birok', 'amerikalnn', 'syledii', 'inanlmaz', 'anlamna', 'geliyor']",Turkish
"['oh', 'bu', 'yanyor', 've', 'muhtemelen', 'arklarda', 'duymusunuzdur', 'baarsz', 'olduktan', 'sonra', 'birisi', 'baarl', 'olursa', 'yanar', 'bylece', 'oraya', 'gideceksin', 'dedim', 'oraya', 'gideceksin', 'dedim', 'eer', 'birisi', 'sana', 'yorgun', 'olup', 'olmadn', 'soruyorsa', 've', 'hi', 'yorgun', 'olmadn', 'sylemek', 'istiyorsan', 'biraz', 'hayr', 'diyebilirim']",Turkish
"['devam', 'etmek', 'istiyorum', 'birisi', 'size', 'sorduunda', 'yorgun', 'deilim', 'emin', 'misiniz', 've', 'buna', 'yer', 'olmadn', 'syleyebileceinizden', 'olduka', 'emin', 'misiniz']",Turkish
"['amerikada', 'birisine', 'sms', 'gndermek', 'veya', 'onlara', 'bir', 'mesaj', 'gndermek', 'istiyorsanz', 'metne', 'metin', 'sylyorsunuz', 'bylece', 'size', 'mesaj', 'gndereceim', 'size', 'whatsapp', 'veya', 'bir', 'telgraf', 'veya', 'her', 'ne', 'kullansam', 'kullanacam', 'bir', 'mesaj', 'gndereceim', 'anlamna', 'gelir']",Turkish
"['birini', 'neelendirmek', 'iin', 'tekrar', 'mesaj', 'atp', 'onlara', 'zlmemesini', 'syleyebilirsin', 'buna', 'demediini', 'syleyebilir', 'misin']",Turkish
"['neden', 'alyorsun']",Turkish
"['buna', 'demez']",Turkish
"['aladn', 'sorundan', 'ok', 'daha', 'iyisin', 'gzyalarna', 'demez']",Turkish
"['buna', 'demez', 'ben', 'ahsen', 'salladn', 'ifadeyi', 'seviyorum', 'bu', 'da', 'harika', 'olduun', 'anlamna', 'geliyor']",Turkish
"['aman', 'tanrm']",Turkish
"['salladn', 'm', 'rock']",Turkish
"['hayr', 'harika', 'bir', 'i', 'kardn']",Turkish
"['biri', 'gerekten', 'iyi', 'almyorsa', 'rock', 'yaparsnz', 've', 'daha', 'ok', 'almasn', 'istiyorsanz', 'fazladan', 'bir', 'mil', 'gitmeniz', 'gerektiini', 'syleyebilirsiniz', 'bu', 'da', 'daha', 'ok', 'almanz', 'gibi', 'fazladan', 'bir', 'mil', 'gitmeniz', 'gerektii', 'anlamna', 'gelir']",Turkish
"['ayn', 'eyi', 'sylemenin', 'baka', 'bir', 'yolu', 'da', 'oyununuzu', 'hzlandrn', 'daha', 'ok', 'aln', 'daha', 'iyi', 'aln']",Turkish
"['eer', 'birisi', 'alyorsa', 've', 'istemiyorsa']",Turkish
"['kendini', 'toparla', 'diyorsun', 'sanki', 'kendini', 'topla', 've', 'kendini', 'topla', 'gibi', 'almay', 'brak', 'alamay', 'brak', 'kendini', 'topla']",Turkish
"['hey', 'birlikte', 'sakinlein', 'baka', 'bir', 'ifade']",Turkish
"['beni', 'satman', 'seviyorum', 'nk', 'bazen', 'insanlar', 'seyahatlerini', 'ya', 'da', 'satn', 'aldklar', 'birini', 'anlatyorlar', 've', 'ok', 'gzel', 'olduunu', 'anlatyorlar']",Turkish
"['ve', 'onlar', 'sanki', 'ayn', 'eyi', 'satn', 'almak', 'istiyorum', 've', 'onlara', 'sattn', 'syledim', 'bana', 'sattn', 'bunu', 'almam', 'konumayla', 'ilgilenmiyorsan', 'beni', 'sattn']",Turkish
"['oturmak', 'gibisin', 'daha', 'az', 'umursayamam', 'diyebilirsin', 'bu', 'ok', 'skc']",Turkish
['ilgilenmiyorum'],Turkish
"['biri', 'size', 'bir', 'ey', 'sorarsa', 'daha', 'az', 'umursayamazdm', 've', 'bu', 'sizin', 'iin', 'gerekten', 'ok', 'kolay', 'bir', 'karar', 'tpk', 'birinin', 'benim', 'milyon', 'dolarm', 'almanz', 'sylemesi', 've', 'siz', 'bunun', 'akllca', 'olmadn', 'sylyorsunuz']",Turkish
"['onu', 'alacam']",Turkish
"['bu', 'hi', 'akllca', 'deil', 'eer', 'yanl', 'bir', 'ey', 'yaptysanz', 've', 'bunu', 'kabul', 'ederseniz', 'evet', 'beyler', 'ben', 'batrdm', 'diyebilirsiniz', 'sizin', 'iin', 'gerekten', 'kolay', 'bir', 'karar', 'olduu', 'anlamna', 'gelir']",Turkish
['biliyorum'],Turkish
['zgnm'],Turkish
"['berbat', 'ettim']",Turkish
"['bu', 'benim', 'hatam']",Turkish
"['ben', 'uvalladm', 'ben', 'mahvettim', 'eer', 'benim', 'yerime', 'birinin', 'almasn', 'istiyorsan', 'diyebilirsin']",Turkish
"['benim', 'yerime', 'alabilir', 'misin']",Turkish
"['arkadam', 'gryorum']",Turkish
"['beni', 'koruyabilir', 'misin', 'gitme', 'zaman', 'geldi', 've', 'millet', 'daha', 'iyi', 'olur', 'bu', 'da', 'demek', 'oluyor', 'ki', 'imdiden', 'gitmeliyim', 'biliyorsun']",Turkish
"['aslnda', 'pm']",Turkish
['imdi'],Turkish
"['hoakal', 'demenin', 'baka', 'bir', 'yolunu', 'bulsam', 'iyi', 'olur']",Turkish
"['kendine', 'iyi', 'bak', 'diyebilirim', 'bu', 'da', 'kendine', 'iyi', 'bak', 'demektir']",Turkish
"['sonra', 'grrz']",Turkish
"['kendine', 'iyi', 'bak']",Turkish
"['bu', 'videoyu', 'izlerken', 'hangi', 'gn', 'olduunu', 'bilmiyorum', 'ama', 'rnein', 'hafta', 'sonu', 'cuma', 'gnyse']",Turkish
"['tanrya', 'kr', 'cuma', 'olduunu', 'syleyebilir', 'veya', 'gklerin', 'cumartesi', 'hafta', 'sonu', 'kefi', 'dediini', 'dnebilirsiniz']",Turkish
"['ok', 'mutluyum', 'bu', 'ocuklar', 'ngilizce', 'cmle', 'bu', 'videoyu', 'beenerek', 've', 'daha', 'haval', 'ifadeler', 'biliyorsanz', 'aaya', 'yorum', 'yaparak', 'yardmc', 'olup', 'olmadn', 'bana', 'bildirin']",Turkish
"['orada', 'bir', 'yerde', 'krmz', 'bir', 'dme', 'olmas', 'harika', 'olurdu']",Turkish
"['merhaba', 've', 'hogeldin']",Turkish
"['bu', 'videoda', 'size', 'sohbet', 'srasnda', 'kullanabileceiniz', 'yaygn', 've', 'ok', 'faydal', 'cmle', 'vereceim']",Turkish
"['benden', 'sonra', 'syleyen', 'bir', 'cmle', 'altrmas', 'duyduunuzda']",Turkish
"['telaffuzumu', 'kullandm', 'ses', 'tonu', 'da', 'dahil', 'olmak', 'zere', 'kopyalamaya', 'al']",Turkish
"['pekala', 'balayalm']",Turkish
"['temel', 'selamlar', 'nasl', 'gidiyor']",Turkish
"['bunlar', 'nasl']",Turkish
['naber'],Turkish
"['tantma', 'memnun', 'oldum']",Turkish
"['uzun', 'zamandr', 'gremedik']",Turkish
"['nasl', 'oldun']",Turkish
"['ok', 'teekkrler']",Turkish
"['sen', 'naslsn']",Turkish
"['fazla', 'deil']",Turkish
['olaan'],Turkish
"['gitmeliyim', 'sonra', 'grmek', 'bir', 'zevkti']",Turkish
"['iletiimde', 'kaln']",Turkish
"['bilgi', 'iin', 'soruyor']",Turkish
"['bana', 'bu', 'kelimenin', 'ne', 'anlama', 'geldiini', 'syleyebilir', 'misin']",Turkish
"['ktphanenin', 'nerede', 'olduunu', 'biliyor', 'musun']",Turkish
['tereddt'],Turkish
"['bu', 'iyi', 'bir', 'soru']",Turkish
"['bir', 'bakaym']",Turkish
"['biraz', 'dnmeme', 'izin', 'ver']",Turkish
"['tekrar', 'sormak']",Turkish
['affedersiniz'],Turkish
"['zgnm', 'anlayamadm']",Turkish
"['bunu', 'tekrar', 'etmenin', 'bir', 'sakncas', 'var', 'm']",Turkish
"['biraz', 'daha', 'yava', 'konuabilir', 'misin', 'ltfen']",Turkish
"['bilmiyorum', 'diyor']",Turkish
"['korkarm', 'hibir', 'fikrim', 'yok']",Turkish
"['sana', 'yardm', 'edemem', 'zgnm']",Turkish
"['beni', 'aar']",Turkish
['grler'],Turkish
"['bunun', 'hakknda', 'ne', 'dnyorsun']",Turkish
"['bu', 'konudaki', 'grleriniz', 'nelerdir']",Turkish
"['bence', 'bu', 'iyi', 'bir', 'fikir']",Turkish
"['drst', 'olmak', 'gerekirse', 'ie', 'yarayacan', 'dnmyorum']",Turkish
